id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed.work	abstract
data/Antipodes/41956004-NGRAMS1	doi	Salamander	Ian Kennedy Williams	Antipodes	2	2	1988-12-01	p. 133-135	publisher	type	reviewed_work	http://www.jstor.org/stable/41956004
data/Antipodes/41956005-NGRAMS1	doi	Language Barrier	Frances Rouse	Antipodes	2	2	1988-12-01	p. 137-137	publisher	type	reviewed_work	http://www.jstor.org/stable/41956005
data/Antipodes/41956013-NGRAMS1	doi	Focus on Women's Writing Re/visions the Canon	Marian Arkin	Antipodes	3	1	1989-04-01	p. 4-5	publisher	type	reviewed_work	http://www.jstor.org/stable/41956013
data/Antipodes/41956014-NGRAMS1	doi	Discourse in Eden	Jennifer Strauss	Antipodes	3	1	1989-04-01	p. 6-6	publisher	type	reviewed_work	http://www.jstor.org/stable/41956014
data/Antipodes/41956015-NGRAMS1	doi	Women and the Bush: Australian National Identity and Representations of the Feminine	Kay Schaffer	Antipodes	3	1	1989-04-01	p. 7-13	publisher	type	reviewed_work	http://www.jstor.org/stable/41956015
data/Antipodes/41956016-NGRAMS1	doi	Been to postcode 5075	Jill Jones	Antipodes	3	1	1989-04-01	p. 11-11	publisher	type	reviewed_work	http://www.jstor.org/stable/41956016
data/Antipodes/41956017-NGRAMS1	doi	A Welcome: Flowers and Fowls	Gwen Harwood	Antipodes	3	1	1989-04-01	p. 14-14	publisher	type	reviewed_work	http://www.jstor.org/stable/41956017
data/Antipodes/41956018-NGRAMS1	doi	Christina Stead in New York	Anita Segerberg	Antipodes	3	1	1989-04-01	p. 15-19	publisher	type	reviewed_work	http://www.jstor.org/stable/41956018
data/Antipodes/41956019-NGRAMS1	doi	Different Lives: Two Aboriginal Women's Stories	Susan Sheridan	Antipodes	3	1	1989-04-01	p. 20-23	publisher	type	reviewed_work	http://www.jstor.org/stable/41956019
data/Antipodes/41956021-NGRAMS1	doi	Diet Kitchen	Elizabeth Jolley	Antipodes	3	1	1989-04-01	p. 25-26	publisher	type	reviewed_work	http://www.jstor.org/stable/41956021
data/Antipodes/41956022-NGRAMS1	doi	A Conversation with Elizabeth Jolley	RAY WILLBANKS	Antipodes	3	1	1989-04-01	p. 27-30	publisher	type	reviewed_work	http://www.jstor.org/stable/41956022
